gene,log2fold,p_mwu,p_wilcoxon,p_student,p_corr,interesting
D15Ertd621e,0.0316153846153853,0.139124845901539,0.10756911372664,0.222429021996103,0.213523284982688,FALSE
D15Wsu169e,-0.158666666666669,1.73E-07,5.27E-06,9.63E-08,1.99E-06,FALSE
D16Ertd472e,0.0958205128205165,0.0215321334797206,0.0101950958014641,0.018113629483502,0.0450693238258121,FALSE
D16H22S680E,-0.125410256410259,0.00446670998433192,4.40E-05,0.00317509532514922,0.0117974862085632,FALSE
D17H6S53E,0.0191538461538503,0.592880699120275,0.402687910012901,0.550983313547782,0.681322316284657,FALSE
D17H6S56E-3,0.134743589743587,5.06E-05,2.03E-05,4.02E-05,0.000251350342780069,FALSE
D17H6S56E-5,-0.191615384615388,0.000327340419196165,7.89E-05,0.122274703837499,0.00124934068399725,FALSE
D17Wsu104e,-0.018410256410256,0.435677385029835,0.357397193554789,0.651240265187035,0.53572451451648,FALSE
D17Wsu92e,0.144846153846155,0.000991368226351341,9.75E-05,0.00112765122554826,0.00325509474966014,FALSE
D18Ertd653e,0.110564102564103,0.00143215801276951,0.00111564544931753,0.00109734399230526,0.00447426056051997,FALSE
D19Bwg1357e,-0.0424358974359009,0.226577526365783,0.104495857933216,0.203612352263681,0.317575752732318,FALSE
D19Ertd386e,-0.0824871794871793,0.0218161542975977,0.00624689357937314,0.0110563245957933,0.045593870603759,FALSE
D19Ertd652e,0.0282051282051272,0.226583399644316,0.209119254410325,0.253600533735179,0.317575752732318,FALSE
D19Ertd737e,0.0681538461538453,0.00676409548082941,0.0221578814707755,0.0118117188973425,0.0168609184995643,FALSE
D19Wsu162e,0.123794871794869,0.000469123100118895,0.000147311908222036,0.000233994426593559,0.00170906447742787,FALSE
D1Bwg0212e,0.0493333333333368,0.065940383052849,0.0346646407197113,0.154904946151068,0.114491347484175,FALSE
D1Ertd448e,-0.34497435897436,3.39E-12,3.64E-12,6.00E-16,3.72E-10,TRUE
D1Ertd622e,-0.0246923076923071,0.51595952915099,0.468025315592968,0.600473096510862,0.611463126214819,FALSE
D1Pas1,-0.351974358974358,1.42E-11,1.09E-11,1.12E-15,9.62E-10,TRUE
D230025D16Rik,0.0281025641025607,0.289439486224512,0.276680232596846,0.450326684469355,0.386950156898169,FALSE
D230037D09Rik,-0.0636923076923077,0.0489808401085884,0.104495857933216,0.110617532060138,0.0893611353890841,FALSE
D230044M03Rik,0.0601282051282057,0.0223957108021537,0.0268039416623651,0.0468791855567756,0.0466407585249074,FALSE
D2Ertd391e,-0.028461538461535,0.535515077770704,0.209119254410325,0.464184267587247,0.62920776244014,FALSE
D2Ertd750e,-0.238461538461539,5.84E-06,1.73E-05,4.13E-06,3.97E-05,TRUE
D2Wsu81e,-0.15802564102564,8.31E-06,4.02E-06,2.71E-06,5.34E-05,FALSE
D2hgdh,-0.180307692307689,8.76E-05,2.09E-08,2.01E-05,0.000402796164436323,FALSE
D330012F22Rik,-0.168256410256406,0.00833221501707868,0.000628876954579027,0.00621781104535599,0.0201484628652405,FALSE
D330028D13Rik,0.0197948717948728,0.423994189317315,0.468025315592968,0.58257206740615,0.524229939353557,FALSE
D330038O06Rik,0.121974358974359,0.000597257443846882,7.89E-05,0.000332068751380378,0.00209815651645928,FALSE
D330045A20Rik,0.169692307692308,4.26E-07,4.19E-05,2.39E-07,4.31E-06,FALSE
D330050I23Rik,-0.0760897435897441,0.0193592528124723,0.00181880906529841,0.0269609487921145,0.0412279795122389,FALSE
D3Bwg0562e,-0.158589743589744,0.000132070578460846,4.40E-05,9.87E-05,0.000576749979642681,FALSE
D3Ertd751e,-0.149179487179484,0.0183483361417649,0.00191738739522407,0.0118836547706513,0.0394273652692224,FALSE
D430018E03Rik,-0.0109743589743578,0.775781758141669,0.961490181813133,0.770441099814731,0.834284633602667,FALSE
D430041B17Rik,-0.0527435897435886,0.218961313188806,0.16828533742447,0.221089214917722,0.30900878102703,FALSE
D430041D05Rik,0.115307692307694,0.000309002484479196,2.57E-05,0.000389699753823387,0.00119279870371193,FALSE
D430042O09Rik,0.0200028490028537,0.234353135116077,0.0822985308914213,0.237989188454673,0.326370641987515,FALSE
D4Bwg0951e,0.115333333333338,0.00718012219247672,0.00012861097275163,0.0038214234742574,0.0177472074899312,FALSE
D4Ertd22e,0.00483333333333569,0.857240737267772,0.714545572525822,0.832443610267632,0.897055903620533,FALSE
D4Wsu53e,-0.0641538461538431,0.0218128188503459,0.00783459429294453,0.0306692069094256,0.045593870603759,FALSE
D530049N12Rik,-0.121564102564102,0.00538211087081857,0.00569550934233121,0.00512987853527348,0.0138851171208619,FALSE
D5Ertd577e,0.0631794871794869,0.0744513110342569,0.0580596397303452,0.0405920645050305,0.126726253229888,FALSE
D5Ertd579e,-0.0886153846153874,0.121380872296759,0.0543483929395734,0.0985924127980482,0.190533072741117,FALSE
D5Wsu178e,0.149923076923075,2.28E-06,6.94E-07,2.11E-06,1.80E-05,FALSE
D630002G06Rik,-1.60658974358975,3.08E-14,3.64E-12,4.71E-32,4.82E-11,TRUE
D630003M21Rik,-0.154846153846155,0.000814545980992178,6.86E-06,0.000767745286919586,0.00273519451434973,FALSE
D630004N19Rik,-0.192384615384614,1.69E-06,3.29E-09,2.73E-07,1.40E-05,FALSE
D630013G24Rik,0.124974358974355,0.00399970649514551,0.00172478169406531,0.00206388525754286,0.0107407364610487,FALSE
D630023F18Rik,0.0764102564102567,0.0160203922769351,0.000558520812774077,0.0367108418832813,0.0351204149407741,FALSE
D630028G08Rik,0.363871794871794,2.91E-11,6.15E-10,1.28E-14,1.69E-09,TRUE
D630029K05Rik,0.159487179487181,1.78E-06,3.51E-05,1.05E-06,1.46E-05,FALSE
D630037F22Rik,-0.0427948717948734,0.190475290131865,0.166765743539145,0.257239930697599,0.276496312134655,FALSE
D630039A03Rik,0.0476923076923121,0.41536933915002,0.520560786622809,0.309952487147728,0.515680162719729,FALSE
D630042F21Rik,0.0139230769230743,0.984053327035815,0.442876171793614,0.710086677561098,0.989811019150874,FALSE
D630042P16Rik,0.259153846153845,4.29E-06,8.94E-08,4.96E-07,3.05E-05,TRUE
D630045J12Rik,-0.0708717948717972,0.14453297852823,0.0475047791514953,0.0761306990668256,0.220486599027699,FALSE
D6Ertd474e,0.0634615384615378,0.109824714894374,0.0822985308914213,0.0898546531954357,0.175282770520663,FALSE
D6Mm5e,-0.067794871794872,0.0226930534161139,0.0101950958014641,0.0413473171016117,0.0471412938461657,FALSE
D6Wsu116e,0.0244871794871777,0.329865162136086,0.228697615727391,0.406314815289041,0.429377414460736,FALSE
D6Wsu163e,-0.213435897435897,9.25E-07,9.47E-07,1.85E-07,8.38E-06,TRUE
D730001G18Rik,0.00469230769230933,0.944228774108638,0.983490676291694,0.915812293587423,0.962839103295754,FALSE
D730002M21Rik,0.120846153846152,0.00608338648730095,0.00146820266672876,0.00397134990774592,0.0153995359203173,FALSE
D730003I15Rik,-0.234666666666666,2.58E-06,2.38E-05,8.05E-07,2.00E-05,TRUE
D730039F16Rik,-0.215435897435897,0.000143184337908007,8.47E-05,0.000212567640540561,0.000616649119535504,TRUE
D730040F13Rik,-0.0237692307692292,0.379153806974206,0.343025869740814,0.403391694991496,0.479374907946193,FALSE
D730045B01Rik,-0.000871794871791565,0.849404848540048,0.961490181813133,0.983063507721646,0.891373888362084,FALSE
D730048I06Rik,-0.137153846153842,0.000235342890844612,0.000233963874052279,0.000385601636700579,0.000944438423812409,FALSE
D7Ertd443e,0.279282051282053,5.75E-12,1.56E-10,1.41E-14,5.33E-10,TRUE
D830013H23Rik,0.193435897435898,8.06E-05,3.25E-05,3.85E-05,0.000375671950255139,FALSE
D830013O20Rik,0.0406923076923071,0.0728359384405975,0.0508325560003868,0.265368970146372,0.12442238436637,FALSE
D830014E11Rik,0.227076923076923,2.26E-07,6.25E-07,3.13E-08,2.50E-06,TRUE
D830030K20Rik,0.0214102564102552,0.347536771894326,0.252713537021918,0.326441059619641,0.447301232791783,FALSE
D830044D21Rik,0.0213589743589742,0.638570908744703,0.63382956026544,0.649843610769627,0.721742057081291,FALSE
D830046C22Rik,-0.195435897435899,1.20E-05,6.86E-06,3.58E-06,7.37E-05,FALSE
D8Ertd738e,0.00284615384615172,0.845487231294478,0.79851127315851,0.91858886226916,0.888034060214151,FALSE
D8Ertd82e,0.039128205128204,0.344972176913138,0.219482396463718,0.331173776133828,0.444554655682882,FALSE
D930014E17Rik,0.00628205128205117,0.787293795623634,0.983490676291694,0.911485305232868,0.843340169174555,FALSE
D930015E06Rik,7.69E-05,0.964129688333084,0.950499649046833,0.998380235888307,0.976473699601688,FALSE
D930016D06Rik,0.0127435897435886,0.884783748634212,0.538709067310265,0.767936842437684,0.91813043147213,FALSE
D930020B18Rik,0.281307692307692,1.01E-11,4.98E-10,8.05E-15,7.69E-10,TRUE
D930020E02Rik,-0.0661025641025637,0.128751918570836,0.0726954996171116,0.108177550794053,0.20036035523888,FALSE
D930028M14Rik,0.050743589743588,0.35527532046727,0.241276412722073,0.298466835679858,0.455225811024932,FALSE
D930030D11Rik,-0.500641025641025,1.13E-13,3.64E-12,7.59E-23,5.20E-11,TRUE
D930048N14Rik,-0.0300000000000011,0.376469605210547,0.387230920834554,0.458890563886631,0.477031907484465,FALSE
D9Ertd402e,-0.139641025641026,0.00490363353972397,0.000620088452767979,0.00214074609842843,0.0127948205089978,FALSE
DXBay18,-0.0421794871794878,0.525699934091402,0.308702731868834,0.242106047416253,0.620400932919995,FALSE
Daam1,-0.13523076923077,2.16E-05,2.03E-05,1.33E-05,0.000121883617650463,FALSE
Daam2,0.0639743589743569,0.117823649698126,0.11720887143747,0.102263818623806,0.185981304934475,FALSE
Dab1,0.244230769230771,0.000679212052795165,7.89E-08,0.000372695207887962,0.00233736478907064,TRUE
Dab2,-0.0383333333333322,0.426910865127436,0.175584417411301,0.466390654279333,0.527004894383488,FALSE
Dab2ip,-0.0227948717948721,0.317609486844416,0.224796796785085,0.392070599091637,0.416594837227663,FALSE
Dach1,0.045692307692307,0.0519197245579179,0.0508325560003868,0.0865376299330086,0.0938005831303494,FALSE
Dach2,-0.0678717948717953,0.0429985836888076,0.0443577976475353,0.0388456367066262,0.0802143461630455,FALSE
Dact1,0.0948717948717937,0.155871008126778,0.00716162453682045,0.0921764576537155,0.234647203611408,FALSE
Dact2,0.329282051282052,8.10E-09,4.00E-10,3.01E-10,1.53E-07,TRUE
Dact3,0.00169230769230921,0.984053427856565,0.917591347897542,0.975009583803063,0.989811019150874,FALSE
Dad1,-0.136384615384614,0.00178987202555242,4.74E-05,0.00207060815134784,0.00541031947571106,FALSE
Daf2,0.189512820512821,0.000226333725113409,9.68E-06,3.04E-05,0.000915945008650601,FALSE
Dag1,0.032307692307695,0.0176180940133753,0.0475047791514953,0.202673381891329,0.0380877495218579,FALSE
Dagla,0.175435897435898,2.21E-05,4.82E-06,1.62E-05,0.000124071144435608,FALSE
Daglb,-0.102205128205128,0.00116222223748909,0.000526081395946676,0.00278760479643708,0.00373216919936764,FALSE
Dak,0.00346153846153463,0.707841532533504,0.557161942277162,0.955418686622299,0.779924223910179,FALSE
Dalrd3,-0.0671794871794873,0.00589918030891129,0.0059656171615643,0.00935603202336732,0.0150085506646582,FALSE
Dand5,0.11746153846154,0.00399993725794373,0.00684449843174662,0.00126940454396055,0.0107407364610487,FALSE
Dao,0.226282051282052,2.32E-08,1.01E-07,1.07E-09,3.66E-07,TRUE
Dap,-0.257641025641027,2.43E-09,2.32E-07,2.58E-11,5.51E-08,TRUE
Dap3,-0.0699487179487122,0.100181647959278,0.0956834299613547,0.0933702552227373,0.162244194569484,FALSE
Dapk1,0.126641025641026,0.000426940641397797,5.91E-05,0.000383127925768014,0.00157310690376146,FALSE
Dapk2,0.226948717948721,9.74E-07,6.15E-10,1.71E-07,8.76E-06,TRUE
Dapk3,-0.150230769230769,1.15E-05,1.73E-05,1.38E-05,7.10E-05,FALSE
Dapl1,-0.0268205128205139,0.685655737346592,0.418500370793481,0.500072021416542,0.761839138753802,FALSE
Dapp1,0.155282051282051,0.0133830936055994,0.00124634156964021,0.0115859549690631,0.0301768524104052,FALSE
Darc,-0.235410256410257,0.00314618785551648,4.72E-08,0.00085742526208868,0.00877633716361225,TRUE
Dars,-0.0604871794871773,0.337362867028556,0.0310879359822138,0.246913091054138,0.436952666809327,FALSE
Dars2,-0.138358974358974,0.0390487840899399,8.47E-05,0.0323673199432975,0.0739576054407011,FALSE
Daxx,-0.0157948717948706,0.562151263043437,0.529596308748296,0.655596119015449,0.653345680136456,FALSE
Dazap1,-0.130897435897438,8.79E-07,6.12E-08,4.65E-08,8.03E-06,FALSE
Dazap2,-0.0474615384615369,0.10545398457272,0.0682415226110607,0.0726175217319244,0.16944666189737,FALSE
Dazl,-0.117538461538461,0.000112225559274946,0.000283623532595811,8.66E-05,0.000500140847178404,FALSE
Dbc1,0.0204102564102513,0.424002980036591,0.547897983396979,0.580372496253459,0.524229939353557,FALSE
Dbf4,-0.00320512820512953,0.638568786567788,0.614254630796495,0.952847734647015,0.721742057081291,FALSE
Dbh,-0.0617179487179484,0.0489765494730912,0.18011900745114,0.0568073126477239,0.0893611353890841,FALSE
Dbi,0.0645128205128227,0.0609603761944109,0.0459091394150164,0.133908947565581,0.107269359757765,FALSE
Dbil5,0.066641025641025,0.0874653475767622,0.146148086303583,0.065140619880076,0.14486343720595,FALSE
Dbn1,0.02105128205128,0.722758893961699,0.476576860863133,0.465005907461869,0.792564812235887,FALSE
Dbndd1,-0.478102564102565,4.18E-14,3.64E-12,1.60E-25,4.82E-11,TRUE
Dbndd2,0.0223333333333322,0.545442541593052,0.4105499560319,0.504864379358335,0.638283825268466,FALSE
Dbnl,-0.148282051282052,6.01E-05,6.86E-06,4.44E-05,0.000290196828902636,FALSE
Dbp,-0.636461538461537,2.64E-06,7.70E-07,2.79E-06,2.04E-05,TRUE
Dbpht2,-0.251435897435897,1.18E-07,2.33E-09,3.97E-09,1.45E-06,TRUE
Dbr1,-0.408205128205132,8.00E-14,7.28E-12,2.40E-20,4.91E-11,TRUE
Dbt,-0.00505128205127825,0.737782762217601,0.873936756903277,0.891423072769982,0.804196333978103,FALSE
Dbx1,-0.126333333333332,0.0720399506024967,0.0155046801519347,0.0169160930560235,0.123274838352964,FALSE
Dbx2,-0.0271794871794873,0.558798139708489,0.468025315592968,0.505223280237837,0.650088988932209,FALSE
Dcaf10,0.152820512820515,6.97E-05,4.08E-05,5.10E-05,0.000330300783156297,FALSE
Dcaf11,0.0722948717948739,0.00751096786548461,0.00471942100921297,0.0112045448851063,0.0184424081717734,FALSE
Dcaf12,0.00541025641025961,0.741557118829533,0.809191335847572,0.821663698416041,0.80722228021834,FALSE
Dcaf12l2,-0.149999999999999,5.76E-05,2.30E-06,7.40E-05,0.000279978391403311,FALSE
Dcaf13,0.132692307692308,8.41E-05,4.74E-05,3.49E-05,0.000388945085683734,FALSE
Dcaf15,0.0451282051282043,0.339894374979428,0.302114158646873,0.276681085004758,0.439511647381015,FALSE
Dcaf17,0.0479999999999965,0.0550109255267671,0.120565080691449,0.0964099440956636,0.0984642772199994,FALSE
Dcaf4,-0.112743589743591,0.00419393242131035,0.000749469854781637,0.00274293891201795,0.0111845418916518,FALSE
Dcaf5,0.0456153846153882,0.116652424935176,0.142263680048927,0.169104069339626,0.184389472542901,FALSE
Dcaf6,0.179333333333332,0.00173026870449721,0.000438720428064698,0.00239699900421468,0.00524980098170172,FALSE
Dcaf7,0.0192820512820475,0.426905018254828,0.37244563518519,0.51782403121706,0.527004894383488,FALSE
Dcaf8,-0.0193333333333339,0.477978886144066,0.120713845332272,0.607099172696753,0.575769450045563,FALSE
Dcakd,-0.0218589743589757,0.365776728582422,0.289213247175212,0.424032957867685,0.466191983039107,FALSE
Dcbld1,-0.355128205128206,2.83E-09,4.59E-09,5.07E-11,6.25E-08,TRUE
Dcbld2,0.121153846153848,0.00201472851553992,0.00934764348494355,0.00235229802849944,0.00597989556639413,FALSE
Dcc,0.0494102564102539,0.193873475092923,0.194231443034369,0.134235725982809,0.280411851362466,FALSE
Dcdc2a,0.172897435897431,1.32E-06,7.17E-06,1.22E-06,1.13E-05,FALSE
Dcdc5,0.202320512820511,6.57E-06,9.47E-07,3.04E-05,4.38E-05,TRUE
Dchs1,0.0646923076923081,0.058250807410002,0.0599908589683764,0.0410341171823116,0.103309125036026,FALSE
Dci,-0.0353589743589691,0.548763335765813,0.557161942277162,0.420526478006608,0.641319470463485,FALSE
Dck,-0.196589743589744,2.37E-05,4.08E-05,1.20E-05,0.000131365802942472,FALSE
Dclk1,0.16684615384615,5.98E-06,1.64E-07,5.85E-07,4.06E-05,FALSE
Dclk2,-0.00182051282051177,0.888726909237308,0.766698790597729,0.957341205030355,0.921175076676851,FALSE
Dclk3,0.0751025641025631,0.0644817802317493,0.134727817832754,0.141607677199004,0.112435645516357,FALSE
Dclre1a,-0.155538461538457,4.75E-05,5.11E-05,2.61E-05,0.000237826786161978,FALSE
Dclre1b,-0.0649230769230762,0.0728341275379491,0.017500869849755,0.030273889038801,0.12442238436637,FALSE
Dclre1c,0.225358974358972,1.35E-06,1.64E-07,7.03E-07,1.16E-05,TRUE
Dcn,-0.0116923076923037,0.603296597941702,0.511603542076045,0.730093837860203,0.690777727193963,FALSE
Dcp1a,0.0620000000000029,0.0681782710026486,0.123994226047216,0.0877272826354097,0.117759106729669,FALSE
Dcp1b,-0.0356153846153848,0.298632304378953,0.13107475153447,0.225189768704296,0.396419657670669,FALSE
Dcp2,0.139666666666665,0.000275003601083317,4.74E-05,9.15E-05,0.00108280005612786,FALSE
Dcpp1,-0.048794871794871,0.267309676508505,0.418500370793481,0.476179939257562,0.36337165407544,FALSE
Dcpp2,0.126230769230771,0.0158030690393813,0.00976339283806738,0.0136063822669808,0.0347227270771055,FALSE
Dcpp3,0.198358974358976,0.00400086038623656,0.000794073541328544,0.00545645869510605,0.0107412746260267,FALSE
Dcps,-0.0511794871794908,0.158807513528114,0.0704403374948015,0.197039916593923,0.238168585842262,FALSE
Dcst1,0.0708205128205099,0.0440311953830266,0.0580596397303452,0.0362679604902975,0.0818036752432624,FALSE
Dcst2,-0.188102564102566,7.74E-06,5.76E-06,1.60E-06,5.04E-05,FALSE
Dct,0.112230769230766,0.0155863801912054,0.00976339283806738,0.0277218111694529,0.0343165472871743,FALSE
Dctd,-0.165538461538461,3.71E-06,2.09E-08,6.37E-07,2.70E-05,FALSE
Dctn1,-0.0524615384615377,0.0696963504124438,0.0901387452613562,0.0347865049419489,0.119988270102037,FALSE
Dctn2,-0.0553076923076929,0.157332761072663,0.134727817832754,0.107817426665997,0.236362764767471,FALSE
Dctn3,-0.0960512820512864,0.0212505258149633,0.000558520812774077,0.0107120881820946,0.0445747458236384,FALSE
Dctn4,-0.0687948717948714,0.00324858277766941,0.000890523271664279,0.00109147657776927,0.0089934593411298,FALSE
Dctn5,-0.108384615384612,0.000217549072327375,7.89E-05,0.000125435252323437,0.000886222086219149,FALSE
Dctn6,0.0219743589743615,0.857238058161217,0.852241072308971,0.609220674330758,0.897055903620533,FALSE
Dctpp1,-0.0407948717948727,0.177275360843609,0.162480314356799,0.163581396780436,0.260837210269002,FALSE
Dcun1d1,0.0102564102564084,0.232390279104954,0.714545572525822,0.770419433475484,0.324216102592017,FALSE
Dcun1d2,-0.0304358974359005,0.392849533105709,0.418500370793481,0.423806404160833,0.492911044618095,FALSE
Dcun1d3,-0.0264102564102586,0.252502212711266,0.209119254410325,0.384506227413358,0.347127852191268,FALSE
Dcun1d4,0.0234358974358955,0.222759417253849,0.520560786622809,0.595732940479583,0.313415422842178,FALSE
Dcun1d5,0.0634102564102541,0.20259951800215,0.13107475153447,0.132219595318266,0.290243087274519,FALSE
Dcx,-0.0764358974358981,0.0381066842251336,0.0901387452613562,0.0296014043416583,0.0724906347694325,FALSE
Dcxr,-0.216641025641023,2.45E-06,1.42E-06,2.24E-06,1.92E-05,TRUE
Dda1,0.0240769230769242,0.224649492230231,0.295617676063557,0.404345772619981,0.315598922955765,FALSE
Ddah1,-0.1948717948718,0.00208367382385864,0.000137672246637521,0.00622882477134975,0.00614778883598073,FALSE
Ddah2,-0.0846666666666662,0.00808985736383924,0.00191738739522407,0.00526617604568597,0.019640721266004,FALSE
Ddb1,0.0319230769230785,0.315177461174189,0.0704403374948015,0.184895323285322,0.41424626332001,FALSE
Ddb2,-0.0745384615384612,0.114332801648434,0.0081912964960793,0.0393141684683314,0.181305406244271,FALSE
Ddc,0.185871794871797,0.00294802417462032,0.000158192667330982,0.00393160929487343,0.00829557229137609,FALSE
Ddef2,0.223512820512818,3.67E-05,1.59E-05,6.52E-05,0.000190712453882,TRUE
Ddhd1,0.0961794871794872,0.11207220744289,6.84E-05,0.147195426539166,0.17826886060432,FALSE
Ddhd2,0.271153846153851,3.21E-06,1.90E-06,2.56E-06,2.39E-05,TRUE
Ddi1,0.196487179487181,0.000193238024604609,0.000513934989424727,8.72E-05,0.000800933380436247,FALSE
Ddi2,0.0101025641025672,0.477987235495564,0.45117421328905,0.716956851719638,0.575769450045563,FALSE
Ddit3,-0.0807692307692296,0.0324661140313928,0.101491100140265,0.117539621316551,0.0634765330590276,FALSE
Ddit4,-0.156846153846155,0.00636589935460807,0.00336109159616171,0.00800569206323514,0.0160103983900366,FALSE
Ddit4l,-0.0998461538461521,0.028621468552232,0.0334361478635401,0.0474704048574786,0.0572249741674434,FALSE
Ddn,0.20074358974359,2.34E-06,7.70E-07,8.77E-07,1.84E-05,TRUE
Ddo,-0.178538461538462,0.000565209942230592,1.47E-05,0.000131649742376499,0.00200476714640422,FALSE
Ddost,0.0314871794871845,0.468738018146679,0.442876171793614,0.565072963715484,0.567131235164578,FALSE
Ddr1,0.0462564102564134,0.12749900109251,0.0288793277541117,0.158032336326808,0.198693860200416,FALSE
Ddr2,-0.00735897435897392,0.806575992887634,0.950499649046833,0.85289665149326,0.858855530331695,FALSE
Ddrgk1,0.00948717948717537,0.337359812105945,0.335977484326577,0.750349447885077,0.436952666809327,FALSE
Ddt,-0.100076923076925,0.0362885286306442,0.00163512193103088,0.0217741501189509,0.0695753376076525,FALSE
Ddx1,-0.0366153846153843,0.188794181439059,0.0874627010889526,0.254511187405035,0.274500135907596,FALSE
Ddx10,0.273846153846153,1.64E-08,6.15E-10,3.14E-10,2.77E-07,TRUE
Ddx11,0.0461538461538478,0.481086790799062,0.224796796785085,0.254985094478286,0.578711562981708,FALSE
Ddx17,0.0593076923076978,0.0209680805750732,0.00449973162903916,0.0289685172234805,0.0441051984538497,FALSE
Ddx18,-0.0114743589743576,0.512741572084602,0.502725579099206,0.57950837178732,0.608333537663426,FALSE
Ddx19a,-0.0498461538461541,0.0794448851414259,0.0750079542485764,0.070139119769496,0.13392670767593,FALSE
Ddx19b,-0.0591282051282054,0.0856276937120864,0.0310879359822138,0.108874776479941,0.142319812190903,FALSE
Ddx20,0.074282051282049,0.0589046417758862,0.061973718682566,0.0614102674344213,0.104212078705744,FALSE
Ddx21,0.2595641025641,6.76E-11,5.09E-11,5.33E-14,3.25E-09,TRUE
Ddx23,0.0109230769230759,0.92436238414731,0.961490181813133,0.659394035983533,0.94762638166686,FALSE
Ddx24,-0.0504358974358947,0.128751918570836,0.0599908589683764,0.0843985942778974,0.20036035523888,FALSE
Ddx25,0.111333333333336,0.00150852211873361,0.000219257708522491,0.000419668731306681,0.00467938659408077,FALSE
Ddx26b,-0.0992820512820529,0.0135702153218888,0.00236109847901389,0.0636982673022132,0.0305334165902762,FALSE
Ddx27,0.0972820512820505,4.26E-05,3.25E-05,2.89E-05,0.000217453337013691,FALSE
Ddx28,0.0488461538461582,0.193873475092923,0.214989867913356,0.202307865163255,0.280411851362466,FALSE
Ddx31,0.0162820512820527,0.62082035414436,0.502725579099206,0.669302401018014,0.706141860888977,FALSE
Ddx39,0.231615384615386,1.74E-08,7.40E-09,1.85E-09,2.90E-07,TRUE
Ddx3x,0.128948717948717,0.000134786658693013,0.000157562892127316,0.00015501909934066,0.000586090057155615,FALSE
Ddx3y,0.0532307692307708,0.404020021743325,0.289213247175212,0.167980742022743,0.504483728795999,FALSE
Ddx4,0.0791025641025636,0.00646266383709929,0.00976339283806738,0.00513927894138479,0.0162201269134696,FALSE
Ddx41,0.0135128205128243,0.719013410266588,0.529596308748296,0.679168103626998,0.789218210007045,FALSE
Ddx42,0.130461538461541,0.00136042098179339,0.00020539695469779,0.000786957446368199,0.00428114729213987,FALSE
Ddx46,-0.101564102564103,3.51E-05,1.25E-05,4.48E-05,0.000183820790223828,FALSE
Ddx47,0.12328205128205,0.00513911100382538,0.00094259501202032,0.00262701305578251,0.0133395730823261,FALSE
Ddx49,-0.0323076923076879,0.172523598359685,0.219482396463718,0.252582086785184,0.255011834422409,FALSE
Ddx5,0.0483076923076933,0.0704746497529048,0.00894736042391742,0.0547889536736253,0.121102393370506,FALSE
Ddx50,0.045051282051281,0.310398623264707,0.442876171793614,0.338218522895065,0.409230716630649,FALSE
Ddx51,0.0765641025641042,0.0164622609036832,0.0131490195162769,0.00928105479308002,0.0359614708258433,FALSE
Ddx52,0.0737179487179489,0.152978450895185,0.199107145570451,0.0901755108126988,0.230953490296371,FALSE
Ddx54,-0.021320512820509,0.562166096174506,0.372133013293933,0.331806704265516,0.653345680136456,FALSE
Ddx55,0.157358974358974,3.80E-06,9.68E-06,1.37E-06,2.76E-05,FALSE
Ddx56,-0.0704615384615348,0.0785866171920205,0.0359304957455606,0.0572497168696529,0.132731524267623,FALSE
Ddx58,-0.229435897435895,6.97E-05,1.42E-06,8.47E-05,0.000330300783156297,TRUE
Ddx59,0.00553846153846394,0.916428845964092,0.585392383949511,0.877647850932547,0.941349124456579,FALSE
Ddx6,0.00697435897435916,0.379123664346716,0.566499792948889,0.746266342422146,0.479374907946193,FALSE
Ddx60,-0.488256410256413,3.71E-06,4.59E-09,5.58E-07,2.70E-05,TRUE
Deaf1,0.0452820512820509,0.0941436202681641,0.0189503225083172,0.0586074495767969,0.154182614590519,FALSE
Dear1,-0.166666666666669,3.44E-05,0.000104591588751646,2.76E-05,0.000180467643422825,FALSE
Deb1,0.0310769230769221,0.300970591422137,0.350165842359274,0.382949289571557,0.398981699216768,FALSE
Decaf12l1,-0.257589743589743,2.07E-06,2.09E-06,3.73E-07,1.65E-05,TRUE
Decr1,0.0111025641025648,0.592854976048786,0.400261608938337,0.780650822570719,0.681322316284657,FALSE
Decr2,-0.0856410256410296,0.065940383052849,0.0268039416623651,0.0420360968771329,0.114491347484175,FALSE
Dedd,0.0949743589743584,1.26E-05,3.35E-06,2.75E-05,7.65E-05,FALSE
Dedd2,-0.0467435897435902,0.312797300926138,0.123994226047216,0.190387299697386,0.411788142421155,FALSE
Def6,-0.035102564102564,0.707838007605393,0.4105499560319,0.384193818580971,0.779924223910179,FALSE
Def8,-0.196153846153852,0.00490526157345189,5.05E-07,0.00526289416638824,0.0127948205089978,FALSE
Defa-ps1,-0.0756410256410254,0.0235977780640451,0.0182132975169225,0.0286041720121929,0.0486908046816299,FALSE
Defa20//Defa20//Defa20,0.0632564102564102,0.0609571088844735,0.0278253746000701,0.0287572917734187,0.107269359757765,FALSE
Defa20//Defa20//Defa20//Defa20//Defa20//Defa20,-0.0718717948717931,0.0275488197952049,0.0115909655105497,0.0148302007099884,0.0554440090830168,FALSE
Defa21,-0.151333333333332,1.29E-05,6.29E-06,7.97E-06,7.81E-05,FALSE
Defa22,-0.118358974358973,0.000201080235254147,0.000104591588751646,0.00016990483070777,0.000828016856387943,FALSE
Defa23,-0.0584102564102578,0.0689303575680872,0.052566509348253,0.089530092460701,0.118888218014029,FALSE
Defa24,-0.130999999999998,0.00626978371881319,0.0059656171615643,0.00676366739030422,0.0158178593048412,FALSE
